SUD Life Century Income,,,,,,,,,,,,,,,,,,,,,
Annexue - 1 - GMB,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Age/Option, Immediate Income ,,,,, Deferred Income ,,,,, Twin Income ,,,,,,,,,,
PPT,7,7,10,10,12,7,7,10,10,12,7,7,10,10,12,,,,,,
PT,15,20,20,25,25,15,20,20,25,25,15,20,20,25,25,,,,,,
18, 6.3379 , 6.6886 , 10.1546 , 11.1627 , 13.2353 , 7.5577 , 6.4933 , 14.4345 , 15.1113 , 20.9128 , 5.0589 , 3.8186 , 10.5094 , 11.3234 , 18.2416 ,,,,,,
19, 6.3359 , 6.6846 , 10.1522 , 11.1597 , 13.2320 , 7.5559 , 6.4900 , 14.4332 , 15.1111 , 20.9128 , 5.0565 , 3.8130 , 10.5073 , 11.3212 , 18.2405 ,,,,,,
20, 6.3343 , 6.6811 , 10.1506 , 11.1580 , 13.2298 , 7.5547 , 6.4872 , 14.4330 , 15.1125 , 20.9147 , 5.0546 , 3.8073 , 10.5062 , 11.3202 , 18.2410 ,,,,,,
21, 6.3329 , 6.6775 , 10.1494 , 11.1569 , 13.2283 , 7.5537 , 6.4846 , 14.4336 , 15.1152 , 20.9179 , 5.0527 , 3.8014 , 10.5056 , 11.3201 , 18.2426 ,,,,,,
22, 6.3314 , 6.6737 , 10.1485 , 11.1561 , 13.2269 , 7.5529 , 6.4820 , 14.4346 , 15.1188 , 20.9221 , 5.0506 , 3.7948 , 10.5052 , 11.3205 , 18.2450 ,,,,,,
23, 6.3297 , 6.6692 , 10.1473 , 11.1552 , 13.2253 , 7.5519 , 6.4790 , 14.4359 , 15.1230 , 20.9270 , 5.0482 , 3.7872 , 10.5049 , 11.3209 , 18.2477 ,,,,,,
24, 6.3275 , 6.6637 , 10.1457 , 11.1537 , 13.2230 , 7.5507 , 6.4754 , 14.4372 , 15.1274 , 20.9323 , 5.0451 , 3.7781 , 10.5042 , 11.3210 , 18.2505 ,,,,,,
25, 6.3246 , 6.6570 , 10.1433 , 11.1514 , 13.2196 , 7.5489 , 6.4708 , 14.4382 , 15.1320 , 20.9377 , 5.0412 , 3.7673 , 10.5030 , 11.3206 , 18.2531 ,,,,,,
26, 6.3209 , 6.6488 , 10.1401 , 11.1480 , 13.2150 , 7.5464 , 6.4650 , 14.4389 , 15.1366 , 20.9432 , 5.0363 , 3.7544 , 10.5011 , 11.3195 , 18.2555 ,,,,,,
27, 6.3162 , 6.6388 , 10.1357 , 11.1432 , 13.2088 , 7.5433 , 6.4579 , 14.4390 , 15.1412 , 20.9487 , 5.0303 , 3.7390 , 10.4984 , 11.3175 , 18.2573 ,,,,,,
28, 6.3104 , 6.6268 , 10.1301 , 11.1369 , 13.2008 , 7.5392 , 6.4491 , 14.4386 , 15.1456 , 20.9541 , 5.0230 , 3.7207 , 10.4947 , 11.3144 , 18.2586 ,,,,,,
29, 6.3033 , 6.6123 , 10.1230 , 11.1287 , 13.1906 , 7.5342 , 6.4385 , 14.4375 , 15.1497 , 20.9594 , 5.0143 , 3.6990 , 10.4898 , 11.3099 , 18.2592 ,,,,,,
30, 6.2949 , 6.5952 , 10.1143 , 11.1185 , 13.1781 , 7.5281 , 6.4258 , 14.4358 , 15.1537 , 20.9646 , 5.0040 , 3.6736 , 10.4836 , 11.3040 , 18.2590 ,,,,,,
31, 6.2850 , 6.5751 , 10.1039 , 11.1061 , 13.1629 , 7.5208 , 6.4107 , 14.4333 , 15.1575 , 20.9697 , 4.9919 , 3.6439 , 10.4762 , 11.2965 , 18.2579 ,,,,,,
32, 6.2733 , 6.5517 , 10.0915 , 11.0911 , 13.1449 , 7.5121 , 6.3931 , 14.4302 , 15.1608 , 20.9746 , 4.9778 , 3.6095 , 10.4672 , 11.2871 , 18.2559 ,,,,,,
33, 6.2598 , 6.5247 , 10.0771 , 11.0735 , 13.1236 , 7.5021 , 6.3728 , 14.4264 , 15.1639 , 20.9793 , 4.9615 , 3.5700 , 10.4567 , 11.2758 , 18.2527 ,,,,,,
34, 6.2441 , 6.4938 , 10.0604 , 11.0528 , 13.0986 , 7.4904 , 6.3495 , 14.4218 , 15.1665 , 20.9837 , 4.9425 , 3.5248 , 10.4444 , 11.2621 , 18.2481 ,,,,,,
35, 6.2260 , 6.4585 , 10.0411 , 11.0286 , 13.0695 , 7.4769 , 6.3231 , 14.4165 , 15.1686 , 20.9877 , 4.9206 , 3.4738 , 10.4302 , 11.2459 , 18.2420 ,,,,,,
36, 6.2052 , 6.4186 , 10.0190 , 11.0007 , 13.0359 , 7.4614 , 6.2932 , 14.4101 , 15.1699 , 20.9909 , 4.8954 , 3.4165 , 10.4137 , 11.2267 , 18.2339 ,,,,,,
37, 6.1813 , 6.3737 , 9.9937 , 10.9684 , 12.9973 , 7.4436 , 6.2596 , 14.4027 , 15.1702 , 20.9930 , 4.8666 , 3.3526 , 10.3948 , 11.2043 , 18.2234 ,,,,,,
38, 6.1541 , 6.3235 , 9.9649 , 10.9313 , 12.9530 , 7.4234 , 6.2221 , 14.3939 , 15.1691 , 20.9935 , 4.8336 , 3.2819 , 10.3731 , 11.1780 , 18.2101 ,,,,,,
39, 6.1231 , 6.2675 , 9.9319 , 10.8883 , 12.9021 , 7.4003 , 6.1804 , 14.3832 , 15.1660 , 20.9918 , 4.7962 , 3.2039 , 10.3481 , 11.1476 , 18.1934 ,,,,,,
40, 6.0880 , 6.2053 , 9.8944 , 10.8386 , 12.8438 , 7.3742 , 6.1339 , 14.3702 , 15.1603 , 20.9873 , 4.7540 , 3.1182 , 10.3192 , 11.1120 , 18.1727 ,,,,,,
41, 6.0484 , 6.1362 , 9.8514 , 10.7813 , 12.7768 , 7.3445 , 6.0821 , 14.3542 , 15.1512 , 20.9789 , 4.7067 , 3.0243 , 10.2859 , 11.0704 , 18.1470 ,,,,,,
42, 6.0039 , 6.0594 , 9.8021 , 10.7149 , 12.6996 , 7.3108 , 6.0242 , 14.3344 , 15.1376 , 20.9658 , 4.6537 , 2.9213 , 10.2472 , 11.0217 , 18.1154 ,,,,,,
43, 5.9540 , 5.9740 , 9.7456 , 10.6381 , 12.6103 , 7.2728 , 5.9594 , 14.3100 , 15.1186 , 20.9467 , 4.5949 , 2.8083 , 10.2024 , 10.9641 , 18.0768 ,,,,,,
44, 5.8981 , 5.8790 , 9.6809 , 10.5490 , 12.5072 , 7.2297 , 5.8865 , 14.2800 , 15.0932 , 20.9207 , 4.5298 , 2.6840 , 10.1504 , 10.8964 , 18.0301 ,,,,,,
45, 5.8359 , 5.7732 , 9.6068 , 10.4458 , 12.3883 , 7.1811 , 5.8044 , 14.2437 , 15.0603 , 20.8868 , 4.4578 , 2.5471 , 10.0902 , 10.8170 , 17.9741 ,,,,,,
46, 5.7668 , 5.6553 , 9.5224 , 10.3265 , 12.2516 , 7.1264 , 5.7118 , 14.2002 , 15.0191 , 20.8443 , 4.3787 , 2.3960 , 10.0208 , 10.7244 , 17.9080 ,,,,,,
47, 5.6903 , 5.5239 , 9.4267 , 10.1892 , 12.0949 , 7.0651 , 5.6076 , 14.1492 , 14.9688 , 20.7924 , 4.2920 , 2.2287 , 9.9413 , 10.6153 , 17.8307 ,,,,,,
48, 5.6062 , 5.3777 , 9.3190 , 10.0321 , 11.9159 , 6.9969 , 5.4906 , 14.0904 , 14.9096 , 20.7312 , 4.1971 , 2.0435 , 9.8511 , 10.4890 , 17.7417 ,,,,,,
49, 5.5141 , 5.2154 , 9.1986 , 9.8534 , 11.7129 , 6.9216 , 5.3597 , 14.0242 , 14.8419 , 20.6614 , 4.0939 , 1.8383 , 9.7497 , 10.3440 , 17.6399 ,,,,,,
50, 5.4138 , 5.0354 , 9.0652 , 9.6514 , 11.4836 , 6.8391 , 5.2139 , 13.9508 , 14.7664 , 20.5837 , 3.9818 , 1.6109 , 9.6366 , 10.1791 , 17.5265 ,,,,,,
51,,, 8.9184 , 9.4242 , 11.2258 ,,, 13.8709 , 14.6843 , 20.4995 ,,, 9.5119 , 9.9929 , 17.4017 ,,,,,,
52,,, 8.7578 , 9.1696 , 10.9345 ,,, 13.7852 , 14.5969 , 20.4103 ,,, 9.3753 , 9.7838 , 17.2662 ,,,,,,
53,,, 8.5828 , 8.8822 , 10.6073 ,,, 13.6951 , 14.5056 , 20.3174 ,,, 9.2265 , 9.5496 , 17.1203 ,,,,,,
54,,, 8.3922 , 8.5596 , 10.2392 ,,, 13.6011 , 14.4113 , 20.2217 ,,, 9.0648 , 9.2870 , 16.9639 ,,,,,,
55,,, 8.1839 , 8.1955 , 9.8223 ,,, 13.5037 , 14.3143 , 20.1235 ,,, 8.8887 , 8.9912 , 16.7959 ,,,,,,
56,,,,, 9.3435 ,,,,, 20.0223 ,,,,, 16.6099 ,,,,,,
